ProsperScore,LoanOriginalAmount,LP_CustomerPrincipalPayments,StatedMonthlyIncome,Completed,ProsperRating (Alpha),LoanStatus
,8000,8000.0,4565.166667,1,,Completed
7.0,15000,15000.0,6250.0,1,A,Completed
8.0,5000,5000.0,6083.333333,1,,Completed
,4000,4016.93,6250.0,1,,Completed
6.0,15000,15000.0,9019.333333,1,AA,Completed
,1000,1000.0,666.666667,1,,Completed
,2000,1996.23,4190.833333,0,,Defaulted
,1000,1000.0,6625.0,1,,Completed
,7000,6999.87,5250.0,1,,Completed
4.0,4000,4000.0,3229.5,1,HR,Completed
9.0,3500,3499.99,5833.333333,1,A,Completed
6.0,4000,4000.0,5750.0,1,E,Completed
,3000,116.73,4000.0,0,,Defaulted
,11000,2637.99,18750.0,0,,Defaulted
5.0,7500,1217.03,5450.0,0,D,Defaulted
,15000,10354.72,7750.0,0,,Defaulted
,1500,346.02,3145.0,0,,Defaulted
8.0,5000,5000.0,3333.333333,1,,Completed
8.0,2500,2500.0,1800.0,1,C,Completed
9.0,14500,14500.0,11641.666667,1,AA,Completed
3.0,1500,801.0,2500.0,0,HR,Defaulted
,5500,5517.37,583.333333,1,,Completed
,1000,1000.0,7500.0,1,,Completed
4.0,4000,4000.0,4133.333333,1,HR,Completed
2.0,6000,6000.0,7025.0,1,D,Completed
,10000,9999.99,9000.0,1,,Completed
,3000,296.07,750.0,0,,Defaulted
6.0,6000,6000.0,3288.083333,1,C,Completed
,1000,1000.0,2000.0,1,,Completed
,2000,2000.0,1025.0,1,,Completed
3.0,2000,1999.99,4472.0,1,C,Completed
7.0,2500,2500.0,4583.333333,1,D,Completed
8.0,11500,11500.0,2333.333333,1,A,Completed
,4500,4543.82,1710.0,1,,Completed
10.0,8500,8500.0,7083.333333,1,AA,Completed
,1000,999.99,0.0,1,,Completed
,7000,7000.0,7750.0,1,,Completed
,1500,1499.99,3583.333333,1,,Completed
,6500,6500.0,2673.666667,1,,Completed
,7500,7500.0,3750.0,1,,Completed
,9500,9500.0,11333.333333,1,,Completed
9.0,1500,1500.0,6000.0,1,A,Completed
,1500,1499.99,11666.666667,1,,Completed
,1000,1011.38,2000.0,1,,Completed
,3400,1143.42,6500.0,0,,Defaulted
6.0,4000,4000.0,2583.333333,1,D,Completed
8.0,2000,2000.0,2083.333333,1,D,Completed
,4041,4041.02,3916.666667,1,,Completed
,11000,11000.0,6632.166667,1,,Completed
,3900,3900.0,5250.0,1,,Completed
,3000,3000.0,4166.666667,1,,Completed
,9546,9566.15,3416.666667,1,,Completed
10.0,3000,3000.0,6083.333333,1,AA,Completed
,15000,3853.17,4000.0,0,,Defaulted
6.0,4000,4000.0,3333.333333,1,E,Completed
5.0,1000,355.52,2833.333333,0,E,Defaulted
8.0,5500,5500.0,3302.0,1,D,Completed
,5000,4999.97,7594.166667,1,,Completed
,5000,5000.0,0.0,1,,Completed
8.0,3000,3000.0,7288.416667,1,D,Completed
,8000,8000.0,5416.666667,1,,Completed
9.0,6500,6500.0,2666.666667,1,A,Completed
5.0,10000,10000.0,4166.666667,1,C,Completed
10.0,6000,6000.0,7916.666667,1,AA,Completed
4.0,4000,4000.0,2083.333333,1,HR,Completed
5.0,4000,4000.0,6666.666667,1,HR,Completed
,10000,10000.0,19166.666667,1,,Completed
,4000,4000.0,1200.0,1,,Completed
,2000,1999.96,3500.0,1,,Completed
,5100,5100.0,0.0,1,,Completed
6.0,15000,15000.0,8500.0,1,C,Completed
5.0,6000,6000.0,1833.333333,1,D,Completed
,2100,2100.0,2850.0,1,,Completed
,4000,3999.97,3583.333333,1,,Completed
6.0,3600,3600.0,5166.666667,1,,Completed
,2500,2499.76,2666.666667,1,,Completed
4.0,4000,4000.0,2083.333333,1,E,Completed
9.0,3000,3000.0,5416.666667,1,E,Completed
5.0,3000,51.94,5000.0,0,HR,Defaulted
8.0,1500,1557.32,3333.333333,1,C,Completed
,3100,339.67,4990.25,0,,Defaulted
6.0,2000,2000.0,2500.0,1,E,Completed
5.0,4000,4000.0,3208.333333,1,E,Completed
8.0,15000,15000.0,0.0,1,,Completed
,2500,2500.0,7500.0,1,,Completed
,1000,1000.0,1605.0,1,,Completed
,6000,6000.0,2500.0,1,,Completed
,2000,1999.99,3583.333333,1,,Completed
6.0,4000,4000.0,10625.0,1,E,Completed
,4000,4000.0,4500.0,1,,Completed
7.0,2000,2000.0,7583.333333,1,C,Completed
8.0,1500,1500.0,2083.333333,1,,Completed
,1400,1296.03,2000.0,0,,Defaulted
6.0,2000,2000.0,0.0,1,D,Completed
,3350,3350.0,9583.333333,1,,Completed
,2550,61.04,2666.666667,0,,Defaulted
,6000,6007.15,3916.666667,1,,Completed
8.0,15000,15000.0,4166.666667,1,A,Completed
2.0,3000,3000.0,4583.333333,1,E,Completed
,24500,5581.0,5416.666667,0,,Defaulted
,2000,2000.02,1500.0,1,,Completed
,3000,2999.98,4416.666667,1,,Completed
5.0,3500,506.02,5350.0,0,D,Defaulted
,1800,1800.0,5666.666667,1,,Completed
,3000,3000.0,2916.666667,1,,Completed
,15000,7181.06,18333.333333,0,,Defaulted
,3001,3001.0,7500.0,1,,Completed
8.0,2000,2000.0,3416.666667,1,A,Completed
,5000,5000.0,4833.333333,1,,Completed
,1000,999.86,1583.333333,1,,Completed
,1500,1500.0,2500.0,1,,Completed
10.0,2500,2499.91,9750.0,1,AA,Completed
,7862,7878.27,3250.0,1,,Completed
6.0,4000,4000.0,2800.0,1,HR,Completed
9.0,12000,12000.0,7000.0,1,A,Completed
2.0,4000,4001.71,3916.666667,1,HR,Completed
,4000,4000.0,6705.583333,1,,Completed
6.0,3000,3000.0,8166.666667,1,,Completed
9.0,15000,14999.99,7916.666667,1,A,Completed
1.0,5000,5000.0,5666.666667,1,E,Completed
,1000,0.0,3801.166667,1,,Completed
,2500,2500.0,2695.333333,1,,Completed
9.0,3000,3000.0,5416.666667,1,C,Completed
3.0,1000,1015.01,6666.666667,1,HR,Completed
8.0,4500,4499.99,3750.0,1,,Completed
,6000,6000.0,931.0,1,,Completed
3.0,10200,10200.0,6000.0,1,D,Completed
,9000,9000.0,12500.0,1,,Completed
8.0,6500,6499.99,5833.333333,1,,Completed
7.0,4700,4700.0,3041.666667,1,D,Completed
,3000,3000.0,6250.0,1,,Completed
6.0,4000,4000.0,8333.333333,1,E,Completed
,3100,3100.0,4583.333333,1,,Completed
4.0,7000,7000.0,3916.666667,1,,Completed
7.0,2000,2000.0,1000.0,1,C,Completed
8.0,5000,46.31,7333.333333,0,C,Defaulted
9.0,5600,5600.0,4732.25,1,A,Completed
9.0,1500,1500.0,4007.25,1,A,Completed
,3000,3000.0,3883.333333,1,,Completed
4.0,4000,4000.0,1791.666667,1,E,Completed
,1000,82.82,3500.0,0,,Defaulted
8.0,12000,12000.0,5916.666667,1,,Completed
,7500,817.06,3416.666667,0,,Defaulted
,5200,2174.93,2916.666667,0,,Defaulted
,1000,999.99,2291.666667,1,,Completed
,15000,15000.0,7916.666667,1,,Completed
1.0,4000,4000.0,2916.666667,1,E,Completed
,25000,5214.88,5000.0,0,,Defaulted
7.0,5000,5095.07,4185.416667,1,D,Completed
,7000,7000.0,5166.666667,1,,Completed
,1000,1000.02,1733.333333,1,,Completed
7.0,4000,4000.0,2466.666667,1,A,Completed
8.0,8000,8000.0,6250.0,1,,Completed
5.0,4000,4000.0,9166.666667,1,HR,Completed
,4300,4300.01,12433.333333,1,,Completed
,3000,284.9,833.333333,0,,Defaulted
,6000,6000.02,7083.333333,1,,Completed
10.0,8800,8799.99,5833.333333,1,AA,Completed
,6000,5999.99,8083.333333,1,,Completed
6.0,4000,4000.0,2500.0,1,D,Completed
6.0,10000,10000.0,2916.666667,1,C,Completed
5.0,2500,2499.99,4083.333333,1,D,Completed
2.0,2000,2000.0,8750.0,1,E,Completed
9.0,10000,10000.0,3333.333333,1,A,Completed
,13000,12999.57,3188.5,1,,Completed
,7000,7000.02,1708.333333,1,,Completed
,5000,5000.01,0.0,1,,Completed
,1500,496.9,3705.916667,0,,Defaulted
,3001,3001.0,6583.333333,1,,Completed
,5000,5000.0,5666.666667,1,,Completed
10.0,10000,9999.99,6833.333333,1,A,Completed
,5000,5000.0,4166.666667,1,,Completed
10.0,4000,4000.0,3675.0,1,AA,Completed
,3000,3000.0,2375.0,1,,Completed
,1000,1000.0,6250.0,1,,Completed
10.0,1000,1000.0,8956.5,1,C,Completed
5.0,3000,3000.0,11083.333333,1,D,Completed
8.0,15000,15000.0,11666.666667,1,,Completed
,14995,1559.32,0.0,0,,Defaulted
2.0,4000,3999.99,8500.0,1,HR,Completed
5.0,7500,7500.0,5500.0,1,E,Completed
,3000,3000.0,3833.333333,1,,Completed
,2500,284.68,2493.25,0,,Defaulted
7.0,8000,8000.0,3810.416667,1,D,Completed
,6000,6000.01,7916.666667,1,,Completed
3.0,2500,2500.0,3916.666667,1,HR,Completed
,2000,2000.0,10833.333333,1,,Completed
,12000,12000.0,4166.666667,1,,Completed
,1000,217.68,2083.333333,0,,Defaulted
,1000,1000.0,250.0,1,,Completed
8.0,10000,9999.99,8225.333333,1,,Completed
9.0,3300,3300.01,5226.0,1,AA,Completed
,2950,92.88,1250.0,0,,Defaulted
,7000,6999.98,4041.666667,1,,Completed
2.0,4000,4000.0,4208.333333,1,HR,Completed
8.0,15000,15000.0,7500.0,1,,Completed
,1000,1000.0,616.666667,1,,Completed
3.0,1500,1500.0,4250.0,1,HR,Completed
,9900,9900.0,6658.333333,1,,Completed
,3300,3300.0,3333.333333,1,,Completed
6.0,2000,1925.94,4808.333333,0,E,Defaulted
3.0,4000,4000.0,4583.333333,1,E,Completed
6.0,15000,15000.0,4040.0,1,C,Completed
,5000,1088.0,3250.0,0,,Defaulted
,14000,14000.0,5583.333333,1,,Completed
7.0,5000,5000.0,5153.0,1,,Completed
10.0,2000,2000.01,3333.333333,1,AA,Completed
8.0,15000,15000.0,14224.0,1,C,Completed
7.0,8923,8923.39,6666.666667,1,A,Completed
,5555,5554.99,4000.0,1,,Completed
,10000,10000.0,8333.333333,1,,Completed
6.0,15000,15000.0,4975.0,1,C,Completed
5.0,1000,999.99,5333.333333,1,HR,Completed
,2550,2550.0,4875.0,1,,Completed
,15000,9178.41,7201.0,0,,Defaulted
,3000,520.61,1000.0,0,,Defaulted
9.0,1500,1500.0,3433.333333,1,A,Completed
,3900,3900.0,7500.0,1,,Completed
2.0,7000,7000.0,2500.0,1,C,Completed
,2000,2000.02,2416.666667,1,,Completed
,20000,9038.24,5833.333333,0,,Defaulted
,8000,8017.26,3166.666667,1,,Completed
7.0,2200,2200.0,3000.0,1,D,Completed
,1000,999.98,2208.333333,1,,Completed
,1600,0.0,1573.666667,0,,Defaulted
8.0,2000,1999.99,5000.0,1,A,Completed
,4600,4600.03,2500.0,1,,Completed
,1500,1500.0,3829.5,1,,Completed
,4500,4499.99,1666.666667,1,,Completed
,10000,10000.0,4825.0,1,,Completed
7.0,2000,2000.0,5054.0,1,C,Completed
6.0,2000,2000.0,0.0,1,E,Completed
,8000,7576.92,2083.333333,0,,Defaulted
9.0,3000,2999.99,1833.333333,1,A,Completed
5.0,4000,3999.99,7500.0,1,E,Completed
4.0,4000,4000.0,3833.333333,1,HR,Completed
,2500,2500.0,3380.0,1,,Completed
,4200,4200.0,4726.5,1,,Completed
3.0,4000,4000.0,0.0,1,HR,Completed
9.0,11000,11000.0,5225.0,1,A,Completed
,2600,2600.0,4395.166667,1,,Completed
,3000,3000.0,750.0,1,,Completed
,6000,6000.0,3333.333333,1,,Completed
5.0,15000,15000.0,8500.0,1,C,Completed
,5000,5031.41,1250.0,1,,Completed
,4500,4555.93,2500.0,1,,Completed
,15000,15000.0,2600.0,1,,Completed
,2000,2000.0,3833.333333,1,,Completed
,15000,15000.0,15000.0,1,,Completed
8.0,3000,3000.0,2833.333333,1,D,Completed
10.0,8000,8000.0,10000.0,1,,Completed
5.0,1484,1484.0,2796.0,1,HR,Completed
,3500,3500.03,4166.666667,1,,Completed
,8000,8000.03,216.666667,1,,Completed
,1500,1500.0,6000.0,1,,Completed
,3000,3000.0,7500.0,1,,Completed
,3000,3006.41,6916.666667,1,,Completed
,1000,999.99,3416.666667,1,,Completed
,7500,0.0,9333.333333,0,,Defaulted
10.0,1500,1500.0,3333.333333,1,AA,Completed
8.0,15000,15000.0,8166.666667,1,,Completed
9.0,1000,1000.0,3341.833333,1,C,Completed
,4000,4000.0,0.083333,1,,Completed
,2200,2200.0,3531.666667,1,,Completed
,3000,3000.0,2585.916667,1,,Completed
2.0,4000,4000.0,3833.333333,1,D,Completed
,4500,450.57,4444.416667,0,,Defaulted
,8000,8000.0,4666.666667,1,,Completed
,4000,4000.05,7916.666667,1,,Completed
,4000,1828.23,4724.083333,0,,Defaulted
4.0,2000,2000.0,2870.0,1,HR,Completed
,9000,885.27,2250.0,0,,Defaulted
8.0,10000,6351.8,11250.0,0,AA,Defaulted
,1500,0.0,2291.666667,0,,Defaulted
,1000,790.5,3333.333333,0,,Defaulted
,3000,3000.0,1457.583333,1,,Completed
9.0,10000,9999.72,7591.0,1,A,Completed
,4900,4899.97,3500.0,1,,Completed
,4000,4000.0,6000.0,1,,Completed
,7350,7350.0,0.0,1,,Completed
,4500,4500.0,2583.333333,1,,Completed
4.0,8500,8500.0,2833.333333,1,C,Completed
8.0,8000,7999.99,5000.0,1,A,Completed
,2500,2500.0,2330.416667,1,,Completed
,4000,4000.0,6666.666667,1,,Completed
5.0,10000,10000.0,5416.666667,1,D,Completed
,1500,1499.98,1000.0,1,,Completed
9.0,5000,5000.0,4000.0,1,,Completed
,2500,2505.02,4166.666667,1,,Completed
,2000,1999.99,4426.666667,1,,Completed
,5000,5000.0,7438.0,1,,Completed
4.0,9000,9000.0,7083.333333,1,D,Completed
,3800,3799.99,2750.0,1,,Completed
5.0,2000,1999.99,3083.333333,1,E,Completed
,5000,5000.0,3208.333333,1,,Completed
6.0,2000,2000.0,0.0,1,C,Completed
,1700,1700.02,1750.0,1,,Completed
9.0,1000,1000.0,3166.666667,1,A,Completed
,6500,6499.99,1916.666667,1,,Completed
,10000,10009.71,5199.25,1,,Completed
10.0,1000,1000.0,9083.333333,1,E,Completed
,1500,1500.0,1166.666667,1,,Completed
,6300,6300.0,2916.666667,1,,Completed
,2000,2000.01,3083.333333,1,,Completed
,6000,6000.0,4583.333333,1,,Completed
,3300,3300.0,2833.333333,1,,Completed
10.0,10000,10000.0,10416.666667,1,AA,Completed
,1000,79.66,2933.333333,0,,Defaulted
,1500,1500.0,6475.0,1,,Completed
,2950,2950.01,5000.0,1,,Completed
9.0,5500,5500.0,4583.333333,1,A,Completed
,5000,5000.0,1250.0,1,,Completed
8.0,10000,10000.0,3416.666667,1,,Completed
,7000,7000.01,2097.416667,1,,Completed
,9400,9400.0,7500.0,1,,Completed
,5000,4999.99,0.0,1,,Completed
6.0,4000,4000.0,4000.0,1,E,Completed
,1700,1700.0,5891.666667,1,,Completed
,4000,145.47,0.083333,0,,Defaulted
,7000,7000.01,1894.5,1,,Completed
2.0,8000,8000.0,4833.333333,1,D,Completed
,1300,1299.98,1733.333333,1,,Completed
9.0,2500,2500.0,2500.0,1,A,Completed
8.0,4900,4900.01,8333.333333,1,E,Completed
,1000,1000.0,4166.666667,1,,Completed
,4000,4000.0,2416.666667,1,,Completed
,8000,3151.78,3750.0,0,,Defaulted
,10000,10000.0,8750.0,1,,Completed
5.0,4000,4000.0,3300.0,1,HR,Completed
,10000,10000.02,5416.666667,1,,Completed
8.0,8000,7999.64,6000.0,1,A,Completed
6.0,4000,4000.0,5833.333333,1,E,Completed
,2000,1999.99,2091.666667,1,,Completed
2.0,4000,4000.0,5083.333333,1,E,Completed
9.0,2000,2000.0,4690.75,1,C,Completed
7.0,3500,3499.99,4166.666667,1,A,Completed
,9990,9990.01,3753.333333,1,,Completed
,2500,2500.0,4000.0,1,,Completed
10.0,3500,3500.0,11563.583333,1,AA,Completed
9.0,1200,1200.01,1833.333333,1,E,Completed
,6000,6000.0,3813.333333,1,,Completed
,5500,5499.99,5600.0,1,,Completed
,3200,3200.0,0.083333,1,,Completed
10.0,3600,3600.0,9583.333333,1,AA,Completed
,4000,4000.0,1690.0,1,,Completed
4.0,2000,2000.0,1250.0,1,HR,Completed
,4850,433.21,3750.0,0,,Defaulted
7.0,3000,2999.99,5166.666667,1,D,Completed
,2100,2100.0,3750.0,1,,Completed
,1200,1200.0,2916.666667,1,,Completed
,5000,1912.8,6666.666667,0,,Defaulted
5.0,15000,15000.0,8118.0,1,C,Completed
,10000,10000.0,4700.0,1,,Completed
,2100,2100.0,7228.583333,1,,Completed
,15000,15000.0,5779.833333,1,,Completed
,1000,1000.0,5000.0,1,,Completed
9.0,9000,9000.0,7500.0,1,AA,Completed
,8000,8000.03,2481.416667,1,,Completed
,4200,638.65,1333.333333,0,,Defaulted
,5000,4464.12,9583.333333,1,,Completed
,8000,0.0,2064.0,0,,Defaulted
3.0,4500,4499.99,4833.333333,1,HR,Completed
8.0,14200,14200.0,4833.333333,1,A,Completed
,5000,5000.0,4490.916667,1,,Completed
,3000,2730.87,1000.0,1,,Completed
,3000,3000.0,6250.0,1,,Completed
,7500,7500.0,4250.0,1,,Completed
5.0,1500,1500.0,3958.333333,1,E,Completed
,3000,3000.0,1500.0,1,,Completed
4.0,2000,1999.99,7083.333333,1,D,Completed
5.0,9500,9499.99,2833.333333,1,C,Completed
,5000,4999.56,8696.916667,1,,Completed
,3500,3500.0,2298.166667,1,,Completed
,1250,1250.0,4041.666667,1,,Completed
8.0,15000,15000.0,6247.166667,1,C,Completed
,8000,2711.86,0.0,0,,Defaulted
9.0,6000,6000.0,4733.333333,1,A,Completed
5.0,8500,8500.0,3000.0,1,C,Completed
,1000,9.39,2500.0,0,,Defaulted
8.0,5000,5000.0,11000.0,1,D,Completed
,2000,2006.33,2333.333333,1,,Completed
9.0,5000,5000.0,3000.0,1,A,Completed
,25000,10104.96,7266.166667,0,,Defaulted
,3000,3000.0,4166.666667,1,,Completed
,6400,6416.09,5000.0,1,,Completed
,3500,762.76,1500.0,0,,Defaulted
,2500,2500.01,2833.333333,1,,Completed
,7250,7249.99,12500.0,1,,Completed
8.0,10000,10000.0,3783.166667,1,A,Completed
7.0,6000,5999.99,7375.0,1,C,Completed
6.0,15000,15000.0,7232.0,1,D,Completed
6.0,4500,4500.0,4166.666667,1,D,Completed
,3000,1319.64,5408.333333,0,,Defaulted
6.0,11000,11000.0,8666.666667,1,D,Completed
,1000,1000.0,2333.333333,1,,Completed
8.0,2000,2000.0,3333.333333,1,D,Completed
,15000,14999.99,3671.0,1,,Completed
8.0,7000,7000.01,7666.666667,1,D,Completed
,9999,9999.0,3500.0,1,,Completed
4.0,4000,4000.0,1666.666667,1,D,Completed
9.0,11000,10999.99,7500.0,1,A,Completed
9.0,1800,1800.0,800.0,1,A,Completed
7.0,3000,3000.0,7083.333333,1,D,Completed
,1200,1200.57,2916.666667,1,,Completed
2.0,2000,2000.0,1825.0,1,E,Completed
,5000,4999.98,4583.333333,1,,Completed
,5000,751.0,5000.0,0,,Defaulted
,10000,10000.0,12500.0,1,,Completed
,8100,8099.96,0.083333,1,,Completed
7.0,6000,6000.0,7510.666667,1,D,Completed
10.0,15000,15000.0,10083.333333,1,,Completed
6.0,10000,10000.0,4363.0,1,D,Completed
,1000,1000.0,5000.0,1,,Completed
7.0,6000,376.7,2500.0,0,C,Defaulted
4.0,3000,3000.0,7083.333333,1,E,Completed
,9999,9998.99,4333.333333,1,,Completed
,15000,15000.0,13333.333333,1,,Completed
8.0,3500,3499.99,7125.0,1,C,Completed
,2000,2000.0,11250.0,1,,Completed
6.0,4300,4300.0,2675.166667,1,D,Completed
10.0,7000,7000.0,5166.666667,1,A,Completed
6.0,12500,12500.0,10416.666667,1,D,Completed
,2500,2500.0,1820.0,1,,Completed
8.0,5000,5000.0,9166.666667,1,D,Completed
4.0,2000,2000.01,3083.333333,1,HR,Completed
,7500,7500.0,3000.0,1,,Completed
6.0,7000,6999.99,11083.333333,1,AA,Completed
8.0,3000,3000.0,2500.0,1,A,Completed
4.0,7500,7500.0,1666.666667,1,E,Completed
,5000,5000.0,0.0,1,,Completed
,2200,2200.0,7083.333333,1,,Completed
7.0,10000,10000.0,9500.0,1,AA,Completed
,5000,5000.0,3208.333333,1,,Completed
6.0,4500,4500.0,6318.833333,1,,Completed
,4575,4575.0,3000.0,1,,Completed
,8000,8000.0,2666.666667,1,,Completed
,6000,866.39,4319.166667,0,,Defaulted
,2100,2100.01,3250.0,1,,Completed
,8000,6364.2,8583.333333,0,,Defaulted
5.0,3000,3000.0,2916.666667,1,E,Completed
,1040,110.76,833.0,0,,Defaulted
8.0,2000,2000.0,2445.833333,1,A,Completed
,2500,2500.0,5333.333333,1,,Completed
,10000,10000.0,3552.333333,1,,Completed
5.0,1200,1200.0,5666.666667,1,D,Completed
9.0,6500,6500.0,6250.0,1,A,Completed
,7500,7771.58,1625.0,1,,Completed
,9500,9500.0,9166.666667,1,,Completed
5.0,4000,4000.0,7916.666667,1,HR,Completed
,3000,2904.75,6833.333333,0,,Defaulted
9.0,4500,4500.0,4250.0,1,C,Completed
,1500,1500.0,5000.0,1,,Completed
,12500,12500.0,2113.0,1,,Completed
8.0,10000,10000.0,2962.166667,1,,Completed
,5000,5000.01,2333.333333,1,,Completed
,3000,2999.97,4166.666667,1,,Completed
8.0,8000,8000.0,2250.0,1,,Completed
,5000,5000.0,6666.666667,1,,Completed
,13087,13087.0,3600.0,1,,Completed
6.0,15000,15000.0,10750.0,1,C,Completed
3.0,14800,14800.0,2916.666667,1,D,Completed
,1140,1140.0,4346.333333,1,,Completed
,4000,4000.0,5806.0,1,,Completed
,8500,8500.0,2916.666667,1,,Completed
,4000,3999.98,4333.333333,1,,Completed
5.0,9500,9500.0,8360.416667,1,C,Completed
,7500,7500.01,2041.666667,1,,Completed
9.0,12000,12000.0,8333.333333,1,A,Completed
6.0,9000,9000.0,6250.0,1,C,Completed
8.0,4000,4000.0,2279.25,1,,Completed
6.0,8000,7999.99,3635.833333,1,D,Completed
,4000,4000.01,2625.0,1,,Completed
5.0,4000,4000.0,8333.333333,1,HR,Completed
,1000,1008.5,3094.583333,1,,Completed
3.0,3000,3000.0,10000.0,1,HR,Completed
,2300,2299.99,2985.25,1,,Completed
10.0,1000,1000.0,1416.666667,1,A,Completed
2.0,4000,4000.0,3519.916667,1,HR,Completed
10.0,2000,2000.0,3500.0,1,AA,Completed
,2500,2500.02,5650.833333,1,,Completed
9.0,4000,3999.99,5333.333333,1,C,Completed
,4999,4999.0,7916.666667,1,,Completed
,4500,4500.0,1788.75,1,,Completed
7.0,3000,3000.0,4583.333333,1,D,Completed
,4000,4000.0,4000.0,1,,Completed
9.0,4000,4000.0,4000.0,1,A,Completed
9.0,7500,7500.0,4574.416667,1,A,Completed
8.0,3500,3500.0,4500.0,1,,Completed
,5000,5000.0,2708.333333,1,,Completed
4.0,1000,1000.0,2500.0,1,HR,Completed
9.0,2000,1999.98,4729.083333,1,C,Completed
6.0,5000,5000.0,10416.666667,1,E,Completed
,13000,13000.0,5382.0,1,,Completed
4.0,2500,2500.0,4311.083333,1,C,Completed
10.0,7000,7000.0,6666.666667,1,AA,Completed
3.0,4000,4000.0,7083.333333,1,E,Completed
,8000,7999.93,4500.0,1,,Completed
3.0,4000,4000.0,8583.333333,1,E,Completed
,3500,3499.96,3333.333333,1,,Completed
,3100,3099.98,4000.0,1,,Completed
,7000,6230.05,18750.0,1,,Completed
,1500,64.34,2823.5,0,,Defaulted
,1500,1500.0,4000.0,1,,Completed
9.0,8250,8250.0,7600.0,1,AA,Completed
,15000,15000.0,7375.0,1,,Completed
7.0,8000,7999.99,4583.333333,1,C,Completed
,7500,498.92,3800.0,0,,Defaulted
5.0,4000,4000.0,3166.666667,1,E,Completed
7.0,15000,15000.0,4583.333333,1,A,Completed
7.0,5500,647.18,5250.0,0,D,Defaulted
6.0,11500,11500.0,13333.333333,1,,Completed
,1000,1000.0,1250.0,1,,Completed
,3000,3000.0,4083.333333,1,,Completed
2.0,4000,4000.0,5833.333333,1,E,Completed
5.0,4000,4000.0,5166.666667,1,HR,Completed
10.0,5000,5000.0,10833.333333,1,AA,Completed
7.0,9500,9500.0,10500.0,1,C,Completed
,3300,3300.0,6333.333333,1,,Completed
10.0,1500,1499.97,4250.0,1,AA,Completed
,7500,7500.0,4583.333333,1,,Completed
,1500,1500.01,2916.666667,1,,Completed
4.0,4000,4000.0,11666.666667,1,HR,Completed
,2500,2578.5,583.333333,1,,Completed
,3500,3500.0,3166.666667,1,,Completed
,3000,2999.85,1694.75,1,,Completed
10.0,20000,7679.0,9833.333333,0,AA,Defaulted
,9000,9000.0,8774.25,1,,Completed
2.0,10000,9999.99,4250.0,1,D,Completed
,3530,3567.4,3604.166667,1,,Completed
,3000,3005.91,5833.333333,1,,Completed
,7000,7000.0,8333.333333,1,,Completed
7.0,15000,15000.0,11250.0,1,C,Completed
,6001,128.65,1250.0,0,,Defaulted
8.0,4000,232.93,2916.666667,0,D,Defaulted
3.0,3367,3366.6,14583.333333,1,HR,Completed
,1500,1499.96,4166.666667,1,,Completed
,2000,2000.0,4166.666667,1,,Completed
,3000,3000.0,2916.666667,1,,Completed
,1000,1000.0,3000.0,1,,Completed
,3000,3000.0,7000.0,1,,Completed
,10000,10000.0,0.0,1,,Completed
8.0,10000,10000.0,6658.333333,1,C,Completed
,6000,6000.0,3000.0,1,,Completed
,3500,3500.0,2333.333333,1,,Completed
6.0,4000,4000.0,1833.333333,1,E,Completed
,3000,280.08,1625.0,0,,Defaulted
,10000,9999.98,6500.0,1,,Completed
8.0,7500,7500.0,4125.0,1,,Completed
8.0,7000,7000.0,2700.0,1,,Completed
,7500,7500.0,1250.0,1,,Completed
,4000,3999.61,6598.5,1,,Completed
,4000,752.06,5000.0,0,,Defaulted
,9500,9499.99,7800.0,1,,Completed
7.0,6000,6000.0,2708.333333,1,D,Completed
,3000,3000.0,12166.666667,1,,Completed
,3500,3500.0,2500.0,1,,Completed
7.0,7500,7500.0,10416.666667,1,D,Completed
,8000,8000.0,2166.666667,1,,Completed
2.0,5000,5000.0,10000.0,1,C,Completed
5.0,12000,12000.0,4916.666667,1,A,Completed
8.0,2500,850.25,2416.666667,0,A,Defaulted
9.0,5500,5500.0,7208.333333,1,D,Completed
6.0,9500,9499.99,6250.0,1,C,Completed
8.0,6200,6199.99,10583.333333,1,A,Completed
5.0,3000,3000.0,1500.0,1,HR,Completed
,1200,1200.0,1416.666667,1,,Completed
7.0,2000,2000.01,2666.666667,1,C,Completed
,25000,3860.39,2083.333333,0,,Defaulted
3.0,7500,7500.0,7083.333333,1,E,Completed
6.0,2000,2000.0,9416.666667,1,D,Completed
5.0,2500,2500.0,4166.666667,1,E,Completed
,1800,129.1,6750.0,0,,Defaulted
,2550,2550.0,4166.666667,1,,Completed
,2400,2400.0,7083.333333,1,,Completed
6.0,2000,2000.0,5666.666667,1,C,Completed
8.0,2000,2000.0,4750.0,1,,Completed
6.0,15000,15000.0,5750.0,1,,Completed
,9000,9000.0,5981.75,1,,Completed
7.0,4000,4000.01,1250.0,1,D,Completed
1.0,7500,1542.16,5600.0,0,HR,Defaulted
6.0,3000,3000.0,1916.666667,1,E,Completed
,5000,4999.99,8166.666667,1,,Completed
3.0,4000,4000.0,7083.333333,1,HR,Completed
,2025,2025.0,1100.0,1,,Completed
,3600,1541.67,4833.333333,0,,Defaulted
,1500,1500.0,1440.0,1,,Completed
,9500,9500.0,3500.0,1,,Completed
,1500,1499.98,3500.0,1,,Completed
,4000,225.51,4333.333333,0,,Defaulted
,5000,4999.71,1666.666667,1,,Completed
9.0,4000,4000.0,3333.333333,1,A,Completed
